graph_name,motif,average_count,standard_deviation,z_score,significance_profile,nodes,edges,max_degree,avg_degree
14203895_sample_bsf_40,motif_1,3178.36,192.1169088515289,-6.778997266744934,-0.010375739822065895,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_2,2668.56,147.74360674267206,-4.613126855547032,-0.007060720359653438,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_3,5234.52,294.87866431240263,-13.339452717517467,-0.020416985775267873,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_4,1490.36,134.15845109421917,19.928971885060815,0.030502715824215914,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_5,1717.16,153.15451892342801,28.18617452716672,0.04314095462287297,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_6,262.6,48.415734357059314,116.72651618421627,0.17865827564275394,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_7,1421.4,134.01150448126955,-5.838304726362908,-0.008935942656275217,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_8,374.56,38.798711318805424,-9.550832679857399,-0.014618232029154963,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_9,234.68,21.912173176874386,36.523990274257216,0.05590257754025097,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_10,258.68,31.58813068226735,33.028861710569316,0.050553033471337425,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_11,424.88,44.92987128106794,-2.3120475763252815,-0.003538754061145689,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_12,179.4,36.38566567573921,78.94867241402036,0.1208365857121399,86.0,2017.0,59.5,46.906976744186046
14203895_sample_bsf_40,motif_13,14.16,4.687572221665852,634.8360855638097,0.9716620016623307,86.0,2017.0,59.5,46.906976744186046
14203895_sample_rn_40,motif_1,620.64,61.016309295138456,-4.7305384959263295,-0.024419846401724923,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_2,631.16,61.97760348168791,-3.971757315087718,-0.02050288855336268,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_3,1075.88,109.06126718500937,-7.9760672368161005,-0.04117381921331118,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_4,139.32,24.89765718563362,13.643050728323196,0.07042775437162033,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_5,141.68,32.06467422777492,10.020996867688979,0.05173009468411742,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_6,8.68,5.320714237769211,53.060545517732386,0.27390758423180955,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_7,136.4,22.881943390659224,-3.73220047536966,-0.019266255295767323,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_8,31.32,6.5936838464296015,-4.750000262290312,-0.024520311358457433,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_9,10.92,4.132392366011082,8.247038756606928,0.042572620406501394,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_10,10.72,4.756749590494192,14.77479498614902,0.076270011223761,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_11,18.16,5.763968540279635,-1.4156912798840717,-0.007308039800712106,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_12,3.52,2.2568414506414345,37.4328466787019,0.19323473787612,80.0,400.0,15.5,10.0
14203895_sample_rn_40,motif_13,0.12,0.33166247903554,180.54499313316484,0.9320040423958168,80.0,400.0,15.5,10.0
14203895_sample_bsf_10,motif_1,46.8,10.099504938362077,-3.0496544323681567,-0.04037246475445861,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_2,41.72,9.480330514632213,-1.8691331460069294,-0.024744282912066453,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_3,95.64,19.093803532385405,-4.537597752749894,-0.06007041433889595,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_4,29.76,9.760805977650275,4.532412600076077,0.06000177135057952,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_5,30.0,10.037429949942366,3.785829658539056,0.050118227440301914,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_6,5.16,4.384442191811101,24.36798008183274,0.32259242442337716,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_7,24.2,7.577378614446204,-2.929773095629127,-0.03878543082994424,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_8,9.28,3.9,-2.3794871794871795,-0.03150054028020941,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_9,4.2,2.565800719723442,3.4297285569974116,0.045404028015467425,21.0,134.0,13.5,12.761904761904763
14203895_sample_bsf_10,motif_10,4.0,1.9578900207451218,6.639800939918239,0.0879001655329548,21.0,134.0,13.5,12.761904761904763
