graph_name,motif,original_count,average_count,std_dev,z_score,significance_profile
14338082,motif_1,9659,13618.52,381.1308961498661,-10.388871749833319,-0.020421826664005802
14338082,motif_2,12097,14565.04,377.78625791135744,-6.532900412113704,-0.012841987372838504
14338082,motif_3,7482,22137.08,534.36558334783,-27.425194392545105,-0.053910817228079264
14338082,motif_4,13146,3148.76,249.34886538074855,40.093384763289386,0.07881319297471584
14338082,motif_5,12032,2962.76,284.9674367361997,31.825531028640246,0.06256073747057828
14338082,motif_6,8504,265.24,60.693409856425106,135.74389739329882,0.26683728608999474
14338082,motif_7,2628,2982.24,149.1158051090941,-2.3756033087226096,-0.004669819799628402
14338082,motif_8,26,594.76,43.85419022168805,-12.969342202531886,-0.025494362119787537
14338082,motif_9,1932,235.04,25.700972744236743,66.02707286168891,0.1297920957715862
14338082,motif_10,1495,218.6,28.631276604440814,44.58061781995519,0.08763392903642496
14338082,motif_11,620,354.32,40.85413075810083,6.503136771483486,0.012783479776972782
14338082,motif_12,2511,77.0,17.869900204906948,136.2066923760235,0.2677470209626316
14338082,motif_13,1053,2.72,2.2825424421026654,460.1360222824544,0.9045080462243804
