graph_name,motif,original_count,average_count,std_dev,z_score,significance_profile
14203895,motif_1,6436,13912.08,521.572615589942,-14.333727992110806,-0.018085470999562897
14203895,motif_2,9475,14486.0,418.8333001724354,-11.964187178853617,-0.01509572111146468
14203895,motif_3,5189,23931.76,804.0592474024121,-23.310172802004605,-0.02941143116692926
14203895,motif_4,13768,4393.0,246.69177800107838,38.00288795988579,0.0479498514605857
14203895,motif_5,13600,4299.24,304.14885061978015,30.57963224601162,0.03858361568371712
14203895,motif_6,11003,423.0,61.55146897786708,171.8886677392606,0.2168792038793329
14203895,motif_7,1758,3636.2,230.454080747843,-8.149996710429608,-0.01028319563718063
14203895,motif_8,10,808.56,73.44390149404283,-10.873060713758141,-0.013719000690078073
14203895,motif_9,2244,405.28,33.21084160330779,55.365052833134584,0.06985642939185355
14203895,motif_10,2278,408.16,41.64900959206593,44.89518522323281,0.05664615449809528
14203895,motif_11,577,659.44,51.02783554100644,-1.6155888080683045,-0.002038456747024884
14203895,motif_12,4458,202.12,28.343605980891,150.15308930237302,0.18945450503647682
14203895,motif_13,3621,11.28,4.791659420284376,753.334008823559,0.9505133889147137
