graph_name,motif,original_count,average_count,std_dev,z_score,significance_profile
86775971,motif_1,10113,14099.28,370.7171563335045,-10.752887833477727,-0.011272721021054597
86775971,motif_2,16756,15775.72,410.1809072429709,2.389872328746231,0.0025054073338344513
86775971,motif_3,5892,25059.2,617.3063799011529,-31.04973579419214,-0.03255079145303224
86775971,motif_4,27835,8022.36,354.74026648615273,55.85111663880814,0.05855116005427909
86775971,motif_5,20677,7273.8,321.21163843588647,41.72700611119129,0.043744239335487344
86775971,motif_6,27239,1184.6,129.83675648033315,200.67044730855207,0.21037157689274705
86775971,motif_7,6124,7401.64,355.46740122454736,-3.5942536378825922,-0.0037680127577092875
86775971,motif_8,49,1682.52,92.97764964405872,-17.568953466274056,-0.018418299727873545
86775971,motif_9,9099,1294.4,88.57670875198137,88.11119886891733,0.09237081043360293
86775971,motif_10,7338,1202.76,77.65537113855466,79.00599675266957,0.08282543017052428
86775971,motif_11,1603,2049.8,110.20208709457367,-4.054369674655649,-0.004250372454953377
86775971,motif_12,14057,876.24,83.8203833602941,157.2500562702479,0.1648520883255909
86775971,motif_13,11866,69.44,12.990637654351946,908.0816749628974,0.95198160203239
