graph_name,motif,average_count,standard_deviation,z_score,significance_profile,nodes,edges,max_degree,avg_degree
256497288,motif_1,52435.44,887.5352143,22.87746973,0.01118737834,213.0,17930.0,177.5,168.3568075117371
256497288,motif_2,36026.44,646.921175,1.198847758,0.000586252046,213.0,17930.0,177.5,168.3568075117371
256497288,motif_3,72416.32,1275.56725,-28.68160812,-0.01402567702,213.0,17930.0,177.5,168.3568075117371
256497288,motif_4,24514.04,563.6945449,50.31973478,0.02460700058,213.0,17930.0,177.5,168.3568075117371
256497288,motif_5,33661.0,741.00343,127.9886113,0.06258808491,213.0,17930.0,177.5,168.3568075117371
256497288,motif_6,5543.4,288.4204107,255.4208969,0.1249041193,213.0,17930.0,177.5,168.3568075117371
256497288,motif_7,29967.28,841.8771446,42.25167559,0.02066161537,213.0,17930.0,177.5,168.3568075117371
256497288,motif_8,6628.24,214.6534572,-30.23589783,-0.01478574477,213.0,17930.0,177.5,168.3568075117371
256497288,motif_9,5778.36,188.213726,210.0305904,0.1027076729,213.0,17930.0,177.5,168.3568075117371
256497288,motif_10,7254.88,245.9063711,266.1505666,0.1301510665,213.0,17930.0,177.5,168.3568075117371
256497288,motif_11,10457.28,363.9543836,10.66815012,0.00521686327,213.0,17930.0,177.5,168.3568075117371
256497288,motif_12,5585.56,262.1400834,456.4866175,0.2232278551,213.0,17930.0,177.5,168.3568075117371
256497288,motif_13,506.8,46.85438436,1941.679551,0.9495063926,213.0,17930.0,177.5,168.3568075117371
86775971,motif_1,14099.28,370.7171563,-10.75288783,-0.01127272102,154.0,5811.0,96.5,75.46753246753246
86775971,motif_2,15775.72,410.1809072,2.389872329,0.002505407334,154.0,5811.0,96.5,75.46753246753246
86775971,motif_3,25059.2,617.3063799,-31.04973579,-0.03255079145,154.0,5811.0,96.5,75.46753246753246
86775971,motif_4,8022.36,354.7402665,55.85111664,0.05855116005,154.0,5811.0,96.5,75.46753246753246
86775971,motif_5,7273.8,321.2116384,41.72700611,0.04374423934,154.0,5811.0,96.5,75.46753246753246
86775971,motif_6,1184.6,129.8367565,200.6704473,0.2103715769,154.0,5811.0,96.5,75.46753246753246
86775971,motif_7,7401.64,355.4674012,-3.594253638,-0.003768012758,5811.0,96.5,75.46753246753246,
86775971,motif_8,1682.52,92.97764964,-17.56895347,-0.01841829973,154.0,5811.0,96.5,75.46753246753246
86775971,motif_9,1294.4,88.57670875,88.11119887,0.09237081043,154.0,5811.0,96.5,75.46753246753246
86775971,motif_10,1202.76,77.65537114,79.00599675,0.08282543017,154.0,5811.0,96.5,75.46753246753246
86775971,motif_11,2049.8,110.2020871,-4.054369675,-0.004250372455,154.0,5811.0,96.5,75.46753246753246
86775971,motif_12,876.24,83.82038336,157.2500563,0.1648520883,154.0,5811.0,96.5,75.46753246753246
86775971,motif_13,69.44,12.99063765,908.081675,0.951981602,154.0,5811.0,96.5,75.46753246753246
14338082,motif_1,13618.52,381.1308961,-10.38887175,-0.02042182666,215.0,3237.0,135.5,30.111627906976743
14338082,motif_2,14565.04,377.7862579,-6.532900412,-0.01284198737,215.0,3237.0,135.5,30.111627906976743
14338082,motif_3,22137.08,534.3655833,-27.42519439,-0.05391081723,215.0,3237.0,135.5,30.111627906976743
14338082,motif_4,3148.76,249.3488654,40.09338476,0.07881319297,215.0,3237.0,135.5,30.111627906976743
14338082,motif_5,2962.76,284.9674367,31.82553103,0.06256073747,215.0,3237.0,135.5,30.111627906976743
14338082,motif_6,265.24,60.69340986,135.7438974,0.2668372861,215.0,3237.0,135.5,30.111627906976743
14338082,motif_7,2982.24,149.1158051,-2.375603309,-0.0046698198,215.0,3237.0,135.5,30.111627906976743
14338082,motif_8,594.76,43.85419022,-12.9693422,-0.02549436212,215.0,3237.0,135.5,30.111627906976743
14338082,motif_9,235.04,25.70097274,66.02707286,0.1297920958,215.0,3237.0,135.5,30.111627906976743
14338082,motif_10,218.6,28.6312766,44.58061782,0.08763392904,215.0,3237.0,135.5,30.111627906976743
14338082,motif_11,354.32,40.85413076,6.503136771,0.01278347978,215.0,3237.0,135.5,30.111627906976743
14338082,motif_12,77.0,17.8699002,136.2066924,0.267747021,215.0,3237.0,135.5,30.111627906976743
14338082,motif_13,2.72,2.282542442,460.1360223,0.9045080462,215.0,3237.0,135.5,30.111627906976743
7861312,motif_1,21836.2,618.0570362,-7.378283448,-0.00906880165,220.0,4740.0,78.5,43.09090909090909
7861312,motif_2,22531.28,520.1963988,-3.045542037,-0.003743339063,220.0,4740.0,78.5,43.09090909090909
7861312,motif_3,34880.64,789.4120111,-34.73425741,-0.04269259824,220.0,4740.0,78.5,43.09090909090909
7861312,motif_4,6252.84,401.1821781,36.15105753,0.04443401673,220.0,4740.0,78.5,43.09090909090909
7861312,motif_5,6123.96,395.0644968,39.82650966,0.04895159139,220.0,4740.0,78.5,43.09090909090909
7861312,motif_6,571.4,77.99679481,168.0787016,0.2065890281,220.0,4740.0,78.5,43.09090909090909
7861312,motif_7,6071.0,281.1423127,-4.929887595,-0.006059427382,220.0,4740.0,78.5,43.09090909090909
7861312,motif_8,1244.44,54.19031279,-22.48446147,-0.02763611926,220.0,4740.0,78.5,43.09090909090909
7861312,motif_9,609.68,35.82447953,98.07037105,0.1205403329,220.0,4740.0,78.5,43.09090909090909
7861312,motif_10,604.4,45.66636253,78.03555621,0.09591512523,220.0,4740.0,78.5,43.09090909090909
7861312,motif_11,946.4,51.93986908,-2.780137928,-0.003417125353,220.0,4740.0,78.5,43.09090909090909
7861312,motif_12,255.72,40.57864792,125.5409005,0.154304932,220.0,4740.0,78.5,43.09090909090909
7861312,motif_13,12.08,3.957271787,772.9870892,0.950094509,220.0,4740.0,78.5,43.09090909090909
14203895,motif_1,13912.08,521.5726156,-14.33372799,-0.018085471,215.0,3640.0,85.0,33.86046511627907
14203895,motif_2,14486.0,418.8333002,-11.96418718,-0.01509572111,215.0,3640.0,85.0,33.86046511627907
14203895,motif_3,23931.76,804.0592474,-23.3101728,-0.02941143117,215.0,3640.0,85.0,33.86046511627907
14203895,motif_4,4393.0,246.691778,38.00288796,0.04794985146,215.0,3640.0,85.0,33.86046511627907
14203895,motif_5,4299.24,304.1488506,30.57963225,0.03858361568,215.0,3640.0,85.0,33.86046511627907
14203895,motif_6,423.0,61.55146898,171.8886677,0.2168792039,215.0,3640.0,85.0,33.86046511627907
14203895,motif_7,3636.2,230.4540807,-8.14999671,-0.01028319564,215.0,3640.0,85.0,33.86046511627907
