graph_name,motif,average_count,standard_deviation,z_score,significance_profile,nodes,edges,max_degree,avg_degree
14338082_sample_sff_15,claw1,106.12,29.21660486778024,3.8293292634894778,0.06882222135839909,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw2,236.0,53.90964663211956,-1.9662529180231134,-0.03533827578134995,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw3,172.12,44.53118757305566,-0.676379895563904,-0.012156167227168965,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw4,47.2,13.859413166989912,0.9957131542097739,0.01789535095920412,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw5,105.72,34.458332325675116,12.13871861373677,0.2181618560219187,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw6,49.44,15.761450863842875,10.440663199192175,0.18764373193871464,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw7,20.08,9.142027492119386,21.64946453843101,0.389092746596823,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw8,37.28,18.782793544447358,25.32743592555934,0.45519470428644276,32.0,397.0,24.0,24.8125
14338082_sample_sff_15,claw9,3.52,4.510358448431048,41.3448292706909,0.7430656379492936,32.0,397.0,24.0,24.8125
7861312_sample_rpn_10,claw1,5.36,3.0940803695659445,-0.4395490218603433,-0.030873761220129158,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw2,17.64,6.861000898799921,-2.5710534454361413,-0.1805898459803794,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw3,22.16,8.305018563093844,-2.668266161195045,-0.18741803128994486,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw4,7.4,5.251983752196243,-0.6473744322948846,-0.04547134141738419,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw5,4.64,3.650114153466071,3.6601595013990527,0.2570882537640715,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw6,5.56,3.852272056851645,2.450501901393499,0.1721223499779131,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw7,1.64,2.196208854670551,7.90453055640928,0.5552113116368935,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw8,1.44,1.8947295321496416,5.5733548355153815,0.391470388578013,18.0,80.0,8.5,8.88888888888889
7861312_sample_rpn_10,claw9,0.24,0.6633249580710799,8.683526723839593,0.6099277151971789,18.0,80.0,8.5,8.88888888888889
14203895_sample_rw_20,claw1,176.4,34.93088413806136,-2.6452236260266657,-0.02597156570434114,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw2,520.32,97.65616553329681,-4.488400682192981,-0.04406840770588576,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw3,537.28,94.19948690589207,-4.992383880708638,-0.04901665957591554,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw4,176.24,57.36017782399214,-1.9741919271497608,-0.019383183653915014,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw5,157.16,44.561455691363285,2.711760603983606,0.02662484487430405,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw6,165.64,37.78213863719205,11.575840219099478,0.11365492575948516,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw7,53.84,23.059126898764692,38.99367066010505,0.38285106394711627,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw8,51.16,22.683841532391877,20.62437261043011,0.2024960170067677,42.0,425.0,23.5,20.238095238095237
14203895_sample_rw_20,claw9,5.52,4.083707465853384,90.72148362678564,0.890729596403741,42.0,425.0,23.5,20.238095238095237
7861312_sample_sff_20,claw1,198.52,49.53796523879437,-2.3521353660434645,-0.015791613276304402,44.0,415.0,24.5,18.863636363636363
7861312_sample_sff_20,claw2,689.4,150.64832115449101,-3.9721650756820326,-0.026668063263011178,44.0,415.0,24.5,18.863636363636363
7861312_sample_sff_20,claw3,744.0,145.70804141615977,-4.4266602840251075,-0.02971942360123867,44.0,415.0,24.5,18.863636363636363
7861312_sample_sff_20,claw4,299.24,92.65630037941295,10.671265698621502,0.07164404885624644,44.0,415.0,24.5,18.863636363636363
7861312_sample_sff_20,claw5,172.68,42.05226906283814,8.425704674117451,0.05656794745526329,44.0,415.0,24.5,18.863636363636363
7861312_sample_sff_20,claw6,231.72,45.069871680906004,34.685698931383655,0.23287058714826275,44.0,415.0,24.5,18.863636363636363
