graph_name,motif,average_count,standard_deviation,z_score,significance_profile,nodes,edges,max_degree,avg_degree
100318079_sample_sff_15,1,25.76,0.8306623862918076,-0.9149324834518477,-0.07472460663630168,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,2,20.12,1.9857828011475307,2.96104891058685,0.24183556609518597,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,3,21.04,1.540562667772179,-3.9206454410157137,-0.3202079865336068,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,4,14.92,2.2898325994127458,-0.401776095001855,-0.032813962994967874,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,5,23.08,1.4977761292440648,2.6172135631367324,0.21375375508664904,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,6,11.6,2.533114025595111,4.895160610500681,0.3997988459882166,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,7,24.12,1.589549202342182,1.1827252640118602,0.09659584910426193,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,8,9.2,2.6299556396765835,-3.4981578628951175,-0.2857024698372518,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,9,12.76,2.7428695436227613,0.08749960440444791,0.007146290724411131,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,10,18.72,2.1315096371664226,3.884570754747904,0.3172616852604026,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,11,15.84,2.1924111536540467,-2.207615114497694,-0.18030092276626025,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,12,14.04,3.142186075542525,2.8515179510662754,0.23288992473617268,33.0,342.0,26.5,20.727272727272727
100318079_sample_sff_15,13,2.72,3.2212833881337835,7.226933242122179,0.5902399941763721,33.0,342.0,26.5,20.727272727272727
100318079_sample_rpn_20,1,33.04,1.3379088160259651,-7.504248331229436,-0.5438853987418341,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,2,26.12,1.6155494421403511,-1.93123151704134,-0.13996986471485046,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,3,28.4,2.101586702153082,-1.6178252348650133,-0.11725511791731996,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,4,24.04,2.0912516188477497,1.4154203030006114,0.10258541587451077,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,5,29.2,1.848422751068236,-0.649202136960551,-0.047052222626405585,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,6,17.72,4.756749590494192,1.9509120300435818,0.1413962492358854,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,7,32.52,1.5307950004273378,-4.912480115169382,-0.3560418163577084,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,8,17.16,3.104834939252005,-5.526863854519129,-0.40057050601555594,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,9,22.28,3.611555528208494,2.6913610836330095,0.195061774546869,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,10,23.76,3.345145736735546,1.267508304178616,0.09186519808491334,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,11,24.04,2.2818121453499773,1.297214587113176,0.09401822032323176,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,12,19.92,4.212283624512164,3.105204009503237,0.22505586786821036,41.0,495.0,27.0,24.146341463414632
100318079_sample_rpn_20,13,4.32,4.346646216720811,6.828252984065294,0.4948912846464975,41.0,495.0,27.0,24.146341463414632
20060293_sample_sff_15,1,28.12,1.7635192088548397,-1.7691896886260778,-0.151418468198236,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,2,17.92,1.9561867668161612,0.04089589059545895,0.003500129550481354,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,3,21.04,2.1501937897160186,-0.48367733409617675,-0.04139617221482035,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,4,15.28,1.9261360284258224,2.969676033044664,0.2541636992683573,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,5,23.04,2.1501937897160186,-0.018602974388314108,-0.00159216046980075,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,6,11.16,3.6592348927063973,3.5089302481217435,0.3003164932515869,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,7,25.04,1.9035055380358978,-1.0717068898601372,-0.0917234690340856,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,8,7.88,2.3508863576673944,0.051044577126674456,0.004368718474925117,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,9,13.64,3.717974358885942,3.3243908663489448,0.2845224431901791,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,10,17.52,2.238302928559939,4.682118700859912,0.40072539771418647,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,11,16.04,2.5735837529276826,3.092963262199952,0.26471540183994297,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,12,13.2,3.8188130791298667,3.613688262308034,0.30928234815202754,36.0,353.0,27.0,19.61111111111111
20060293_sample_sff_15,13,2.6,3.685557397915997,7.434424984262452,0.6362852159317759,36.0,353.0,27.0,19.61111111111111
14203895_sample_rn_15,1,12.16,1.4910846164230027,-3.4605681952365943,-0.28882048279035205,25.0,74.0,11.0,5.92
14203895_sample_rn_15,2,1.36,1.036018017861337,-0.347484304127405,-0.029001186746815465,25.0,74.0,11.0,5.92
14203895_sample_rn_15,3,2.56,1.1930353445448854,1.2070053134505632,0.10073717311543344,25.0,74.0,11.0,5.92
14203895_sample_rn_15,4,1.08,0.8621678104251708,-1.2526563703038358,-0.10454722959644741,25.0,74.0,11.0,5.92
14203895_sample_rn_15,5,5.16,2.055075018906447,0.8953444439118853,0.07472582534574508,25.0,74.0,11.0,5.92
14203895_sample_rn_15,6,1.28,1.2754084313139327,2.916712724070387,0.2434300755252644,25.0,74.0,11.0,5.92
14203895_sample_rn_15,7,5.6,2.48327740429189,-0.6443098130054632,-0.05377436905157612,25.0,74.0,11.0,5.92
14203895_sample_rn_15,8,0.28,0.45825756949558405,-0.6110100926607787,-0.05099516033088857,25.0,74.0,11.0,5.92
14203895_sample_rn_15,9,1.28,1.3076696830622019,0.5505977612893483,0.04595312164567945,25.0,74.0,11.0,5.92
14203895_sample_rn_15,10,1.96,1.567375726067833,4.491584170224238,0.3748695114066305,25.0,74.0,11.0,5.92
14203895_sample_rn_15,11,2.04,1.2409673645990857,0.773590045464365,0.06456415184083746,25.0,74.0,11.0,5.92
14203895_sample_rn_15,12,0.76,1.0519822558706333,5.931658984909114,0.4950587635080695,25.0,74.0,11.0,5.92
14203895_sample_rn_15,13,0.28,0.9797958971132712,7.879192005952556,0.6576006917851002,25.0,74.0,11.0,5.92
20060293_sample_rpn_20,1,25.28,1.4000000000000001,-1.6285714285714292,-0.08242111327521609,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,2,11.92,1.6563010998406458,-0.5554545608214074,-0.028111252889199672,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,3,14.08,1.7776388834631178,-0.607547466500053,-0.030747646482043842,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,4,7.12,2.4378952670968728,1.5915367868203927,0.0805468102208227,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,5,15.72,3.1691218552358214,1.9816214985941873,0.10028878509031969,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,6,4.72,2.685144316419511,4.573310985524492,0.23145277890043237,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,7,19.72,1.74451521441727,-2.7056227202791385,-0.1369300927155154,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,8,3.88,1.7156145643277028,-2.26158024108431,-0.11445734461577216,44.0,262.0,18.0,11.909090909090908
20060293_sample_rpn_20,9,6.32,2.5285041691350507,3.037368928929696,0.15371958770610114,44.0,262.0,18.0,11.909090909090908
